Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
[BGCL],B C G L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --B--> S3 | S3 --G--> S4 | S4 --C--> S5 | S5 --L--> S6 | S6 --]--> S1,
C+B*|K*I+|D+C+K+A+|BG|G*,A B C D G I K,S10 S11 S7 S9 S8 S1 S3,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S10 --B--> S7 | S10 --C--> S10 | S11 --B--> S0 | S11 --C--> S10 | S11 --D--> S4 | S11 --G--> S3 | S11 --I--> S9 | S11 --K--> S2 | S7 --B--> S7 | S2 --I--> S9 | S2 --K--> S2 | S9 --I--> S9 | S4 --C--> S5 | S4 --D--> S4 | S5 --C--> S5 | S5 --K--> S6 | S6 --A--> S8 | S6 --K--> S6 | S8 --A--> S8 | S0 --G--> S1 | S3 --G--> S3,
[KIBEG]*,B E G I K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --K--> S2 | S2 --I--> S3 | S3 --B--> S4 | S4 --E--> S5 | S5 --G--> S7 | S7 --]--> S6 | S6 --]--> S6,
B*H+L+LFC+,B C F H L,S3,S0 S1 S2 S3 S4 S5 S6,S1 --B--> S1 | S1 --H--> S4 | S2 --B--> S1 | S2 --H--> S4 | S4 --H--> S4 | S4 --L--> S5 | S5 --L--> S6 | S6 --F--> S0 | S6 --L--> S6 | S0 --C--> S3 | S3 --C--> S3,
[FBADGC]+,A B C D F G [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --B--> S3 | S3 --A--> S4 | S4 --D--> S5 | S5 --G--> S6 | S6 --C--> S7 | S7 --]--> S8 | S8 --]--> S8,
[FHAB]+,A B F H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --H--> S3 | S3 --A--> S4 | S4 --B--> S5 | S5 --]--> S6 | S6 --]--> S6,
[IHEKG],E G H I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --H--> S4 | S4 --E--> S5 | S5 --K--> S6 | S6 --G--> S7 | S7 --]--> S1,
[HLDK]*,D H K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --H--> S2 | S2 --L--> S3 | S3 --D--> S4 | S4 --K--> S6 | S6 --]--> S5 | S5 --]--> S5,
[KCEF]*,C E F K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --C--> S3 | S3 --E--> S4 | S4 --F--> S6 | S6 --]--> S5 | S5 --]--> S5,
[HFLCID],C D F H I L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --H--> S3 | S3 --F--> S4 | S4 --L--> S5 | S5 --C--> S6 | S6 --I--> S7 | S7 --D--> S8 | S8 --]--> S1,
D+K*L*|A*F*|E+H*,A D E F H K L,S6 S7 S3 S1 S4 S2 S5 S0,S0 S1 S2 S3 S4 S5 S6 S7,S6 --D--> S6 | S6 --K--> S3 | S6 --L--> S1 | S7 --A--> S4 | S7 --D--> S6 | S7 --E--> S5 | S7 --F--> S2 | S3 --K--> S3 | S3 --L--> S1 | S1 --L--> S1 | S4 --A--> S4 | S4 --F--> S2 | S2 --F--> S2 | S5 --E--> S5 | S5 --H--> S0 | S0 --H--> S0,
G*|C+KF,C F G K,S2 S4 S1,S0 S1 S2 S3 S4,S2 --G--> S2 | S4 --C--> S3 | S4 --G--> S2 | S3 --C--> S3 | S3 --K--> S0 | S0 --F--> S1,
[BCDK]+,B C D K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --K--> S5 | S5 --]--> S6 | S6 --]--> S6,
J*G+IA|H+A*I*E*,A E G H I J,S1 S8 S7 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S2 --G--> S4 | S2 --J--> S2 | S5 --G--> S4 | S5 --H--> S8 | S5 --J--> S2 | S4 --G--> S4 | S4 --I--> S0 | S0 --A--> S1 | S8 --A--> S7 | S8 --E--> S3 | S8 --H--> S8 | S8 --I--> S6 | S7 --A--> S7 | S7 --E--> S3 | S7 --I--> S6 | S6 --E--> S3 | S6 --I--> S6 | S3 --E--> S3,
[JFED]*,D E F J [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --J--> S2 | S2 --F--> S3 | S3 --E--> S4 | S4 --D--> S6 | S6 --]--> S5 | S5 --]--> S5,
[IFEHCG]*,C E F G H I [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --I--> S2 | S2 --F--> S3 | S3 --E--> S4 | S4 --H--> S5 | S5 --C--> S6 | S6 --G--> S8 | S8 --]--> S7 | S7 --]--> S7,
[GIALCK],A C G I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --G--> S3 | S3 --I--> S4 | S4 --A--> S5 | S5 --L--> S6 | S6 --C--> S7 | S7 --K--> S8 | S8 --]--> S1,
F*C*IE*|D*E*|DH,C D E F H I,S8 S4 S2 S7 S6 S3 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S5 --C--> S1 | S5 --F--> S5 | S5 --I--> S4 | S8 --C--> S1 | S8 --D--> S7 | S8 --E--> S3 | S8 --F--> S5 | S8 --I--> S4 | S1 --C--> S1 | S1 --I--> S4 | S4 --E--> S2 | S2 --E--> S2 | S7 --D--> S6 | S7 --E--> S3 | S7 --H--> S0 | S6 --D--> S6 | S6 --E--> S3 | S3 --E--> S3,
[FJAGL],A F G J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --F--> S3 | S3 --J--> S4 | S4 --A--> S5 | S5 --G--> S6 | S6 --L--> S7 | S7 --]--> S1,
[LJGI]+,G I J L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --J--> S3 | S3 --G--> S4 | S4 --I--> S5 | S5 --]--> S6 | S6 --]--> S6,
IH*D*B,B D H I,S1,S0 S1 S2 S3 S4,S0 --I--> S4 | S4 --B--> S1 | S4 --D--> S2 | S4 --H--> S3 | S3 --B--> S1 | S3 --D--> S2 | S3 --H--> S3 | S2 --B--> S1 | S2 --D--> S2,
[DCEJH]*,C D E H J [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --C--> S3 | S3 --E--> S4 | S4 --J--> S5 | S5 --H--> S7 | S7 --]--> S6 | S6 --]--> S6,
[CDL]+,C D L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --C--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --]--> S5 | S5 --]--> S5,
[HDA]+,A D H [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --]--> S5 | S5 --]--> S5,
L*|C+F+H*KJL+|H+C*,C F H J K L,S4 S9 S6 S8 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S4 --L--> S4 | S9 --C--> S5 | S9 --H--> S8 | S9 --L--> S4 | S5 --C--> S5 | S5 --F--> S7 | S7 --F--> S7 | S7 --H--> S2 | S7 --K--> S0 | S2 --H--> S2 | S2 --K--> S0 | S0 --J--> S1 | S1 --L--> S6 | S6 --L--> S6 | S8 --C--> S3 | S8 --H--> S8 | S3 --C--> S3,
C*JJ*A+,A C J,S3,S0 S1 S2 S3 S4,S0 --C--> S0 | S0 --J--> S4 | S1 --C--> S0 | S1 --J--> S4 | S4 --A--> S3 | S4 --J--> S2 | S2 --A--> S3 | S2 --J--> S2 | S3 --A--> S3,
[LEK]+,E K L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --E--> S3 | S3 --K--> S4 | S4 --]--> S5 | S5 --]--> S5,
B*A*C*H+,A B C H,S1,S0 S1 S2 S3 S4,S3 --A--> S2 | S3 --B--> S3 | S3 --C--> S0 | S3 --H--> S1 | S4 --A--> S2 | S4 --B--> S3 | S4 --C--> S0 | S4 --H--> S1 | S2 --A--> S2 | S2 --C--> S0 | S2 --H--> S1 | S0 --C--> S0 | S0 --H--> S1 | S1 --H--> S1,
F|CA*|CJDK*C*|EH,A C D E F H J K,S3 S8 S5 S9 S7 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S6 --C--> S8 | S6 --E--> S1 | S6 --F--> S3 | S8 --A--> S5 | S8 --J--> S0 | S5 --A--> S5 | S0 --D--> S9 | S9 --C--> S4 | S9 --K--> S7 | S7 --C--> S4 | S7 --K--> S7 | S4 --C--> S4 | S1 --H--> S2,
[AGHE],A E G H [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --A--> S3 | S3 --G--> S4 | S4 --H--> S5 | S5 --E--> S6 | S6 --]--> S1,
G*|LH+I*F*|H+G,F G H I L,S2 S6 S7 S5 S3 S1,S0 S1 S2 S3 S4 S5 S6 S7,S2 --G--> S2 | S6 --G--> S2 | S6 --H--> S4 | S6 --L--> S0 | S0 --H--> S7 | S7 --F--> S3 | S7 --H--> S7 | S7 --I--> S5 | S5 --F--> S3 | S5 --I--> S5 | S3 --F--> S3 | S4 --G--> S1 | S4 --H--> S4,
DG*HC+I*B+|G*,B C D G H I,S6 S5 S3,S0 S1 S2 S3 S4 S5 S6 S7,S6 --D--> S4 | S6 --G--> S3 | S4 --G--> S1 | S4 --H--> S0 | S1 --G--> S1 | S1 --H--> S0 | S0 --C--> S7 | S7 --B--> S5 | S7 --C--> S7 | S7 --I--> S2 | S2 --B--> S5 | S2 --I--> S2 | S5 --B--> S5 | S3 --G--> S3,
[FGDCAJ],A C D F G J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --F--> S3 | S3 --G--> S4 | S4 --D--> S5 | S5 --C--> S6 | S6 --A--> S7 | S7 --J--> S8 | S8 --]--> S1,
[AIK]+,A I K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --I--> S3 | S3 --K--> S4 | S4 --]--> S5 | S5 --]--> S5,
B*AIC+LB|KAE,A B C E I K L,S3 S6,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S7 --A--> S0 | S7 --B--> S7 | S9 --A--> S0 | S9 --B--> S7 | S9 --K--> S4 | S0 --I--> S1 | S1 --C--> S8 | S8 --C--> S8 | S8 --L--> S2 | S2 --B--> S3 | S4 --A--> S5 | S5 --E--> S6,
[KBGAJ],A B G J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --K--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --A--> S6 | S6 --J--> S7 | S7 --]--> S1,
IFG*G+|K*,F G I K,S3 S4 S1,S0 S1 S2 S3 S4,S3 --I--> S0 | S3 --K--> S1 | S0 --F--> S2 | S2 --G--> S4 | S4 --G--> S4 | S1 --K--> S1,
[KCHAD],A C D H K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --K--> S3 | S3 --C--> S4 | S4 --H--> S5 | S5 --A--> S6 | S6 --D--> S7 | S7 --]--> S1,
[KLIA],A I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --I--> S5 | S5 --A--> S6 | S6 --]--> S1,
[FDAKG]*,A D F G K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --K--> S5 | S5 --G--> S7 | S7 --]--> S6 | S6 --]--> S6,
A+H*|JI,A H I J,S4 S3 S1,S0 S1 S2 S3 S4,S4 --A--> S4 | S4 --H--> S3 | S2 --A--> S4 | S2 --J--> S0 | S3 --H--> S3 | S0 --I--> S1,
[HCBJLG],B C G H J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --H--> S3 | S3 --C--> S4 | S4 --B--> S5 | S5 --J--> S6 | S6 --L--> S7 | S7 --G--> S8 | S8 --]--> S1,
JE+|H+L+,E H J L,S2 S4,S0 S1 S2 S3 S4,S1 --H--> S3 | S1 --J--> S0 | S0 --E--> S2 | S2 --E--> S2 | S3 --H--> S3 | S3 --L--> S4 | S4 --L--> S4,
[HEIDAB]+,A B D E H I [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --E--> S3 | S3 --I--> S4 | S4 --D--> S5 | S5 --A--> S6 | S6 --B--> S7 | S7 --]--> S8 | S8 --]--> S8,
[FGBAH]*,A B F G H [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --A--> S5 | S5 --H--> S7 | S7 --]--> S6 | S6 --]--> S6,
C+|L+K*LL|H+,C H K L,S5 S8 S1 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S5 --C--> S5 | S3 --C--> S5 | S3 --H--> S4 | S3 --L--> S6 | S6 --K--> S2 | S6 --L--> S7 | S7 --K--> S2 | S7 --L--> S8 | S8 --K--> S2 | S8 --L--> S8 | S2 --K--> S2 | S2 --L--> S0 | S0 --L--> S1 | S4 --H--> S4,
C*E*C+,C E,S3 S1,S0 S1 S2 S3,S3 --C--> S3 | S3 --E--> S0 | S2 --C--> S3 | S2 --E--> S0 | S0 --C--> S1 | S0 --E--> S0 | S1 --C--> S1,
B|HE|G*H*|E+L|A+D*G+|J*K*|C+,A B C D E G H J K L,S13 S5 S11 S6 S12 S8 S2 S7 S10 S3 S4,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S13 --A--> S9 | S13 --B--> S5 | S13 --C--> S4 | S13 --E--> S1 | S13 --G--> S12 | S13 --H--> S11 | S13 --J--> S10 | S13 --K--> S3 | S11 --E--> S6 | S11 --H--> S8 | S12 --G--> S12 | S12 --H--> S8 | S8 --H--> S8 | S1 --E--> S1 | S1 --L--> S2 | S9 --A--> S9 | S9 --D--> S0 | S9 --G--> S7 | S0 --D--> S0 | S0 --G--> S7 | S7 --G--> S7 | S10 --J--> S10 | S10 --K--> S3 | S3 --K--> S3 | S4 --C--> S4,
[EJKFDC]*,C D E F J K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --J--> S3 | S3 --K--> S4 | S4 --F--> S5 | S5 --D--> S6 | S6 --C--> S8 | S8 --]--> S7 | S7 --]--> S7,
GEH,E G H,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --E--> S3 | S3 --H--> S1,
L|E*AE*|H*,A E H L,S5 S0 S4 S3 S2,S0 S1 S2 S3 S4 S5,S5 --A--> S4 | S5 --E--> S1 | S5 --H--> S2 | S5 --L--> S0 | S1 --A--> S4 | S1 --E--> S1 | S4 --E--> S3 | S3 --E--> S3 | S2 --H--> S2,
[KLGAIJ]+,A G I J K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --K--> S2 | S2 --L--> S3 | S3 --G--> S4 | S4 --A--> S5 | S5 --I--> S6 | S6 --J--> S7 | S7 --]--> S8 | S8 --]--> S8,
[KCBG]+,B C G K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --C--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --]--> S6 | S6 --]--> S6,
[FCDLH]*,C D F H L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --L--> S5 | S5 --H--> S7 | S7 --]--> S6 | S6 --]--> S6,
[IDAHF]+,A D F H I [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --F--> S6 | S6 --]--> S7 | S7 --]--> S7,
F+J*G+,F G J,S2,S0 S1 S2 S3,S0 --F--> S3 | S3 --F--> S3 | S3 --G--> S2 | S3 --J--> S1 | S1 --G--> S2 | S1 --J--> S1 | S2 --G--> S2,
[AJIG],A G I J [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --A--> S3 | S3 --J--> S4 | S4 --I--> S5 | S5 --G--> S6 | S6 --]--> S1,
K*|D*D+K*K+|F*AD*|HK*|B*,A B D F H K,S5 S9 S8 S6 S3 S4 S2 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --K--> S5 | S9 --A--> S6 | S9 --B--> S1 | S9 --D--> S7 | S9 --F--> S0 | S9 --H--> S4 | S9 --K--> S5 | S7 --D--> S7 | S7 --K--> S8 | S8 --K--> S8 | S0 --A--> S6 | S0 --F--> S0 | S6 --D--> S3 | S3 --D--> S3 | S4 --K--> S2 | S2 --K--> S2 | S1 --B--> S1,
D+KE*HB+|D+,B D E H K,S5 S4,S0 S1 S2 S3 S4 S5,S5 --D--> S5 | S5 --K--> S3 | S1 --D--> S5 | S3 --E--> S2 | S3 --H--> S0 | S2 --E--> S2 | S2 --H--> S0 | S0 --B--> S4 | S4 --B--> S4,
[EJBCL],B C E J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --E--> S3 | S3 --J--> S4 | S4 --B--> S5 | S5 --C--> S6 | S6 --L--> S7 | S7 --]--> S1,
F+ECL|H+L|C+F+J+K|I*,C E F H I J K L,S11 S3 S4 S2 S5,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S6 --E--> S0 | S6 --F--> S6 | S11 --C--> S8 | S11 --F--> S6 | S11 --H--> S7 | S11 --I--> S5 | S0 --C--> S1 | S1 --L--> S3 | S7 --H--> S7 | S7 --L--> S4 | S8 --C--> S8 | S8 --F--> S9 | S9 --F--> S9 | S9 --J--> S10 | S10 --J--> S10 | S10 --K--> S2 | S5 --I--> S5,
J+|IHL|C*H+|E*J+|DC+,C D E H I J L,S9 S5 S8 S7 S6,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S9 --J--> S9 | S10 --C--> S3 | S10 --D--> S2 | S10 --E--> S4 | S10 --H--> S8 | S10 --I--> S0 | S10 --J--> S9 | S0 --H--> S1 | S1 --L--> S5 | S3 --C--> S3 | S3 --H--> S8 | S8 --H--> S8 | S4 --E--> S4 | S4 --J--> S7 | S7 --J--> S7 | S2 --C--> S6 | S6 --C--> S6,
D+I+B+E+|E,B D E I,S5 S0,S0 S1 S2 S3 S4 S5,S2 --D--> S2 | S2 --I--> S3 | S1 --D--> S2 | S1 --E--> S0 | S3 --B--> S4 | S3 --I--> S3 | S4 --B--> S4 | S4 --E--> S5 | S5 --E--> S5,
L*|F+FJ*,F J L,S0 S3 S4 S1,S0 S1 S2 S3 S4,S0 --L--> S0 | S3 --F--> S2 | S3 --L--> S0 | S2 --F--> S4 | S4 --F--> S4 | S4 --J--> S1 | S1 --J--> S1,
C*A+|B+K+|EC*|G+BA*H*|D*,A B C D E G H K,S11 S7 S8 S6 S5 S10 S9 S4 S1,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S0 --A--> S7 | S0 --C--> S0 | S11 --A--> S7 | S11 --B--> S2 | S11 --C--> S0 | S11 --D--> S1 | S11 --E--> S6 | S11 --G--> S3 | S7 --A--> S7 | S2 --B--> S2 | S2 --K--> S8 | S8 --K--> S8 | S6 --C--> S5 | S5 --C--> S5 | S3 --B--> S10 | S3 --G--> S3 | S10 --A--> S9 | S10 --H--> S4 | S9 --A--> S9 | S9 --H--> S4 | S4 --H--> S4 | S1 --D--> S1,
[HFIBCL],B C F H I L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --H--> S3 | S3 --F--> S4 | S4 --I--> S5 | S5 --B--> S6 | S6 --C--> S7 | S7 --L--> S8 | S8 --]--> S1,
EC+|EJH+,C E H J,S3 S4,S0 S1 S2 S3 S4,S1 --E--> S2 | S2 --C--> S3 | S2 --J--> S0 | S3 --C--> S3 | S0 --H--> S4 | S4 --H--> S4,
[BIF]*,B F I [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --I--> S3 | S3 --F--> S5 | S5 --]--> S4 | S4 --]--> S4,
I+|LL+G+H*,G H I L,S3 S5 S2,S0 S1 S2 S3 S4 S5,S3 --I--> S3 | S1 --I--> S3 | S1 --L--> S0 | S0 --L--> S4 | S4 --G--> S5 | S4 --L--> S4 | S5 --G--> S5 | S5 --H--> S2 | S2 --H--> S2,
A+H*H+E*B*|KCI+|A+G+,A B C E G H I K,S8 S6 S3 S5 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --A--> S7 | S7 --G--> S4 | S7 --H--> S8 | S2 --A--> S7 | S2 --K--> S0 | S8 --B--> S3 | S8 --E--> S6 | S8 --H--> S8 | S6 --B--> S3 | S6 --E--> S6 | S3 --B--> S3 | S0 --C--> S1 | S1 --I--> S5 | S5 --I--> S5 | S4 --G--> S4,
[KEHD],D E H K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --E--> S4 | S4 --H--> S5 | S5 --D--> S6 | S6 --]--> S1,
DI+|CL*|AG|L+KB+,A B C D G I K L,S8 S9 S6 S3 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S7 --A--> S1 | S7 --C--> S9 | S7 --D--> S0 | S7 --L--> S4 | S0 --I--> S8 | S8 --I--> S8 | S9 --L--> S6 | S6 --L--> S6 | S1 --G--> S3 | S4 --K--> S2 | S4 --L--> S4 | S2 --B--> S5 | S5 --B--> S5,
H*|C+B*D+,B C D H,S0 S3 S2,S0 S1 S2 S3 S4,S0 --H--> S0 | S3 --C--> S4 | S3 --H--> S0 | S4 --B--> S1 | S4 --C--> S4 | S4 --D--> S2 | S1 --B--> S1 | S1 --D--> S2 | S2 --D--> S2,
[JAC],A C J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --J--> S3 | S3 --A--> S4 | S4 --C--> S5 | S5 --]--> S1,
[AEG]*,A E G [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --E--> S3 | S3 --G--> S5 | S5 --]--> S4 | S4 --]--> S4,
A+|E+EJ*C+L+|JHF|J*A+|I+,A C E F H I J L,S11 S9 S2 S8 S6,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S11 --A--> S11 | S12 --A--> S11 | S12 --E--> S4 | S12 --I--> S6 | S12 --J--> S7 | S4 --E--> S10 | S10 --C--> S5 | S10 --E--> S10 | S10 --J--> S1 | S1 --C--> S5 | S1 --J--> S1 | S5 --C--> S5 | S5 --L--> S9 | S9 --L--> S9 | S7 --A--> S8 | S7 --H--> S0 | S7 --J--> S3 | S0 --F--> S2 | S3 --A--> S8 | S3 --J--> S3 | S8 --A--> S8 | S6 --I--> S6,
K+|B+E*|A+K*LI|CG*,A B C E G I K L,S6 S9 S5 S1 S4 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S6 --K--> S6 | S7 --A--> S8 | S7 --B--> S9 | S7 --C--> S4 | S7 --K--> S6 | S9 --B--> S9 | S9 --E--> S5 | S5 --E--> S5 | S8 --A--> S8 | S8 --K--> S2 | S8 --L--> S0 | S2 --K--> S2 | S2 --L--> S0 | S0 --I--> S1 | S4 --G--> S3 | S3 --G--> S3,
ED+|H+H+,D E H,S2 S4,S0 S1 S2 S3 S4,S1 --E--> S0 | S1 --H--> S3 | S0 --D--> S2 | S2 --D--> S2 | S3 --H--> S4 | S4 --H--> S4,
L+A|E*J+FI*|L+I+|D*,A D E F I J L,S8 S0 S6 S4 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --A--> S0 | S7 --I--> S5 | S7 --L--> S7 | S8 --D--> S2 | S8 --E--> S1 | S8 --J--> S3 | S8 --L--> S7 | S1 --E--> S1 | S1 --J--> S3 | S3 --F--> S6 | S3 --J--> S3 | S6 --I--> S4 | S4 --I--> S4 | S5 --I--> S5 | S2 --D--> S2,
LI+B*|EB*,B E I L,S5 S2 S4 S3,S0 S1 S2 S3 S4 S5,S1 --E--> S4 | S1 --L--> S0 | S0 --I--> S5 | S5 --B--> S2 | S5 --I--> S5 | S2 --B--> S2 | S4 --B--> S3 | S3 --B--> S3,
DD*J+IL+CD|I+,C D I J L,S2 S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --D--> S5 | S3 --I--> S8 | S5 --D--> S4 | S5 --J--> S6 | S4 --D--> S4 | S4 --J--> S6 | S6 --I--> S0 | S6 --J--> S6 | S0 --L--> S7 | S7 --C--> S1 | S7 --L--> S7 | S1 --D--> S2 | S8 --I--> S8,
AA*H+|H+,A H,S3 S4,S0 S1 S2 S3 S4,S0 --A--> S2 | S0 --H--> S4 | S2 --A--> S1 | S2 --H--> S3 | S1 --A--> S1 | S1 --H--> S3 | S3 --H--> S3 | S4 --H--> S4,
[BFAJE]+,A B E F J [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --F--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --E--> S6 | S6 --]--> S7 | S7 --]--> S7,
I+E|EA+|L+L*,A E I L,S1 S4 S6 S5,S0 S1 S2 S3 S4 S5 S6,S2 --E--> S1 | S2 --I--> S2 | S3 --E--> S0 | S3 --I--> S2 | S3 --L--> S5 | S0 --A--> S4 | S4 --A--> S4 | S6 --L--> S6 | S5 --L--> S6,
[LCDAJ]*,A C D J L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --A--> S5 | S5 --J--> S7 | S7 --]--> S6 | S6 --]--> S6,
[DLGKC],C D G K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --G--> S5 | S5 --K--> S6 | S6 --C--> S7 | S7 --]--> S1,
K+H|L*EH*A+,A E H K L,S0 S5,S0 S1 S2 S3 S4 S5 S6,S3 --H--> S0 | S3 --K--> S3 | S6 --E--> S4 | S6 --K--> S3 | S6 --L--> S1 | S1 --E--> S4 | S1 --L--> S1 | S4 --A--> S5 | S4 --H--> S2 | S2 --A--> S5 | S2 --H--> S2 | S5 --A--> S5,
[CIGDFA],A C D F G I [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --C--> S3 | S3 --I--> S4 | S4 --G--> S5 | S5 --D--> S6 | S6 --F--> S7 | S7 --A--> S8 | S8 --]--> S1,
[CGI]+,C G I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --C--> S2 | S2 --G--> S3 | S3 --I--> S4 | S4 --]--> S5 | S5 --]--> S5,
[HBG],B G H [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --H--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --]--> S1,
