Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
(((B+)L+)H+|D+A*J|K*)|(J*),A B D H J K L,S8 S6 S1 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --B--> S3 | S3 --L--> S4 | S8 --B--> S3 | S8 --D--> S7 | S8 --J--> S2 | S8 --K--> S5 | S4 --H--> S6 | S4 --L--> S4 | S6 --H--> S6 | S7 --A--> S0 | S7 --D--> S7 | S7 --J--> S1 | S0 --A--> S0 | S0 --J--> S1 | S5 --K--> S5 | S2 --J--> S2,
(E*F*G+I+)|(G+),E F G I,S5 S2,S0 S1 S2 S3 S4 S5,S3 --E--> S3 | S3 --F--> S0 | S3 --G--> S1 | S4 --E--> S3 | S4 --F--> S0 | S4 --G--> S5 | S0 --F--> S0 | S0 --G--> S1 | S1 --G--> S1 | S1 --I--> S2 | S5 --G--> S5 | S5 --I--> S2 | S2 --I--> S2,
((C+H*|E+G+|L+)D),C D E G H L,S0,S0 S1 S2 S3 S4 S5 S6,S6 --C--> S6 | S6 --D--> S0 | S6 --H--> S3 | S1 --C--> S6 | S1 --E--> S2 | S1 --L--> S4 | S3 --D--> S0 | S3 --H--> S3 | S2 --E--> S2 | S2 --G--> S5 | S5 --D--> S0 | S5 --G--> S5 | S4 --D--> S0 | S4 --L--> S4,
((G+C*A*)C+C+B*B+D*)|(F*),A B C D F G,S4 S7 S1 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --A--> S0 | S5 --C--> S6 | S5 --G--> S5 | S4 --F--> S2 | S4 --G--> S5 | S6 --A--> S0 | S6 --C--> S9 | S9 --A--> S0 | S9 --B--> S7 | S9 --C--> S9 | S0 --A--> S0 | S0 --C--> S3 | S3 --C--> S8 | S8 --B--> S7 | S8 --C--> S8 | S7 --B--> S7 | S7 --D--> S1 | S1 --D--> S1 | S2 --F--> S2,
(((GB*)BF*|C)B*|D+G)J+G*,B C D F G J,S7 S1,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S2 --C--> S6 | S2 --D--> S5 | S2 --G--> S3 | S3 --B--> S9 | S10 --B--> S10 | S10 --F--> S8 | S10 --J--> S7 | S9 --B--> S10 | S9 --F--> S8 | S9 --J--> S7 | S8 --B--> S4 | S8 --F--> S8 | S8 --J--> S7 | S6 --B--> S4 | S6 --J--> S7 | S4 --B--> S4 | S4 --J--> S7 | S5 --D--> S5 | S5 --G--> S0 | S0 --J--> S7 | S7 --G--> S1 | S7 --J--> S7 | S1 --G--> S1,
(C*|AL*C|FF+D+)|(D+),A C D F L,S6 S8 S2 S7 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --C--> S6 | S8 --A--> S3 | S8 --C--> S6 | S8 --D--> S5 | S8 --F--> S0 | S3 --C--> S2 | S3 --L--> S1 | S1 --C--> S2 | S1 --L--> S1 | S0 --F--> S4 | S4 --D--> S7 | S4 --F--> S4 | S7 --D--> S7 | S5 --D--> S5,
((((B*|E)F*|F*)E*D+D+)DG+B),B D E F G,S0,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S9 --B--> S9 | S9 --D--> S2 | S9 --E--> S1 | S9 --F--> S4 | S10 --B--> S9 | S10 --D--> S2 | S10 --E--> S6 | S10 --F--> S7 | S6 --D--> S2 | S6 --E--> S1 | S6 --F--> S4 | S7 --D--> S2 | S7 --E--> S1 | S7 --F--> S7 | S4 --D--> S2 | S4 --E--> S1 | S4 --F--> S4 | S1 --D--> S2 | S1 --E--> S1 | S2 --D--> S5 | S5 --D--> S8 | S8 --D--> S8 | S8 --G--> S3 | S3 --B--> S0 | S3 --G--> S3,
(EL*DCK+|G)|(B),B C D E G K L,S7 S3 S2,S0 S1 S2 S3 S4 S5 S6 S7,S5 --B--> S2 | S5 --E--> S6 | S5 --G--> S3 | S6 --D--> S0 | S6 --L--> S4 | S4 --D--> S0 | S4 --L--> S4 | S0 --C--> S1 | S1 --K--> S7 | S7 --K--> S7,
(D*)D*J+K+E*A+H*,A D E H J K,S4 S0,S0 S1 S2 S3 S4 S5 S6,S5 --D--> S5 | S5 --J--> S2 | S3 --D--> S5 | S3 --J--> S2 | S2 --J--> S2 | S2 --K--> S6 | S6 --A--> S4 | S6 --E--> S1 | S6 --K--> S6 | S1 --A--> S4 | S1 --E--> S1 | S4 --A--> S4 | S4 --H--> S0 | S0 --H--> S0,
((G)FK|L+)|(H*),F G H K L,S5 S2 S4 S3,S0 S1 S2 S3 S4 S5,S5 --G--> S0 | S5 --H--> S3 | S5 --L--> S4 | S0 --F--> S1 | S1 --K--> S2 | S4 --L--> S4 | S3 --H--> S3,
(((L*J+B+)L+|A*)I+L*|H),A B H I J L,S7 S2 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --J--> S3 | S1 --L--> S1 | S8 --A--> S5 | S8 --H--> S0 | S8 --I--> S7 | S8 --J--> S3 | S8 --L--> S1 | S3 --B--> S4 | S3 --J--> S3 | S4 --B--> S4 | S4 --L--> S6 | S6 --I--> S7 | S6 --L--> S6 | S5 --A--> S5 | S5 --I--> S7 | S7 --I--> S7 | S7 --L--> S2 | S2 --L--> S2,
(((B*|B*)CB|JC+A*|DBA+))|(I),A B C D I J,S5 S9 S6 S7 S4,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S8 --B--> S8 | S8 --C--> S0 | S10 --B--> S8 | S10 --C--> S0 | S10 --D--> S2 | S10 --I--> S4 | S10 --J--> S1 | S0 --B--> S5 | S1 --C--> S9 | S9 --A--> S6 | S9 --C--> S9 | S6 --A--> S6 | S2 --B--> S3 | S3 --A--> S7 | S7 --A--> S7,
K+A*|BEE*,A B E K,S5 S2 S4 S3,S0 S1 S2 S3 S4 S5,S5 --A--> S2 | S5 --K--> S5 | S1 --B--> S0 | S1 --K--> S5 | S2 --A--> S2 | S0 --E--> S4 | S4 --E--> S3 | S3 --E--> S3,
(B+|IIE*)G+KE*CH|K+,B C E G H I K,S2 S8,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S9 --B--> S9 | S9 --G--> S6 | S4 --B--> S9 | S4 --I--> S0 | S4 --K--> S8 | S0 --I--> S10 | S10 --E--> S5 | S10 --G--> S6 | S5 --E--> S5 | S5 --G--> S6 | S6 --G--> S6 | S6 --K--> S7 | S7 --C--> S1 | S7 --E--> S3 | S3 --C--> S1 | S3 --E--> S3 | S1 --H--> S2 | S8 --K--> S8,
H+C+F,C F H,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --C--> S3 | S2 --H--> S2 | S3 --C--> S3 | S3 --F--> S1,
(K|E+KF|F*L*)|(H),E F H K L,S7 S2 S3 S6 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7,S7 --E--> S4 | S7 --F--> S6 | S7 --H--> S1 | S7 --K--> S2 | S7 --L--> S5 | S4 --E--> S4 | S4 --K--> S0 | S0 --F--> S3 | S6 --F--> S6 | S6 --L--> S5 | S5 --L--> S5,
((G|AD*H*G)L+)|(G+),A D G H L,S6 S3 S4,S0 S1 S2 S3 S4 S5 S6 S7,S2 --A--> S7 | S2 --G--> S6 | S6 --G--> S4 | S6 --L--> S3 | S7 --D--> S5 | S7 --G--> S0 | S7 --H--> S1 | S5 --D--> S5 | S5 --G--> S0 | S5 --H--> S1 | S1 --G--> S0 | S1 --H--> S1 | S0 --L--> S3 | S3 --L--> S3 | S4 --G--> S4,
((E*|B+H+G*AHC))|(L+),A B C E G H L,S4 S8 S2 S6,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --E--> S4 | S8 --B--> S5 | S8 --E--> S4 | S8 --L--> S6 | S5 --B--> S5 | S5 --H--> S7 | S7 --A--> S0 | S7 --G--> S3 | S7 --H--> S7 | S3 --A--> S0 | S3 --G--> S3 | S0 --H--> S1 | S1 --C--> S2 | S6 --L--> S6,
(E+CBD+|J+),B C D E J,S4 S5,S0 S1 S2 S3 S4 S5,S3 --C--> S0 | S3 --E--> S3 | S2 --E--> S3 | S2 --J--> S5 | S0 --B--> S1 | S1 --D--> S4 | S4 --D--> S4 | S5 --J--> S5,
(G*|G+)H*IA+|LA+,A G H I L,S3 S4,S0 S1 S2 S3 S4 S5 S6,S5 --G--> S5 | S5 --H--> S2 | S5 --I--> S0 | S6 --G--> S5 | S6 --H--> S2 | S6 --I--> S0 | S6 --L--> S1 | S2 --H--> S2 | S2 --I--> S0 | S0 --A--> S3 | S3 --A--> S3 | S1 --A--> S4 | S4 --A--> S4,
(((A+B)I)K+G),A B G I K,S1,S0 S1 S2 S3 S4 S5,S0 --A--> S4 | S4 --A--> S4 | S4 --B--> S2 | S2 --I--> S3 | S3 --K--> S5 | S5 --G--> S1 | S5 --K--> S5,
(L*)AH|JL+F+K+,A F H J K L,S1 S6,S0 S1 S2 S3 S4 S5 S6 S7,S3 --A--> S0 | S3 --L--> S3 | S7 --A--> S0 | S7 --J--> S2 | S7 --L--> S3 | S0 --H--> S1 | S2 --L--> S4 | S4 --F--> S5 | S4 --L--> S4 | S5 --F--> S5 | S5 --K--> S6 | S6 --K--> S6,
(J*E)DI+EA+I|B+K+,A B D E I J K,S3 S8,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S4 --E--> S0 | S4 --J--> S4 | S9 --B--> S7 | S9 --E--> S0 | S9 --J--> S4 | S0 --D--> S1 | S1 --I--> S5 | S5 --E--> S2 | S5 --I--> S5 | S2 --A--> S6 | S6 --A--> S6 | S6 --I--> S3 | S7 --B--> S7 | S7 --K--> S8 | S8 --K--> S8,
(F+H+)L+I+|JK*|BD+C+,B C D F H I J K L,S8 S9 S5 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S1 --F--> S1 | S1 --H--> S3 | S2 --B--> S0 | S2 --F--> S1 | S2 --J--> S9 | S3 --H--> S3 | S3 --L--> S4 | S4 --I--> S8 | S4 --L--> S4 | S8 --I--> S8 | S9 --K--> S5 | S5 --K--> S5 | S0 --D--> S6 | S6 --C--> S7 | S6 --D--> S6 | S7 --C--> S7,
(((H|D+BK*|G*A)E+|C)GI)D,A B C D E G H I K,S0,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --A--> S3 | S11 --C--> S4 | S11 --D--> S7 | S11 --G--> S6 | S11 --H--> S5 | S5 --E--> S9 | S7 --B--> S10 | S7 --D--> S7 | S10 --E--> S9 | S10 --K--> S8 | S8 --E--> S9 | S8 --K--> S8 | S6 --A--> S3 | S6 --G--> S6 | S3 --E--> S9 | S9 --E--> S9 | S9 --G--> S1 | S4 --G--> S1 | S1 --I--> S2 | S2 --D--> S0,
((((L*)A*)H)K*|H+)|(A),A H K L,S2 S6 S3 S1 S4,S0 S1 S2 S3 S4 S5 S6 S7,S5 --A--> S0 | S5 --H--> S3 | S5 --L--> S5 | S7 --A--> S2 | S7 --H--> S6 | S7 --L--> S5 | S0 --A--> S0 | S0 --H--> S3 | S2 --A--> S0 | S2 --H--> S3 | S6 --H--> S4 | S6 --K--> S1 | S3 --K--> S1 | S1 --K--> S1 | S4 --H--> S4,
(H|LI+|KH*|L+)|(G*),G H I K L,S7 S1 S5 S6 S4 S2 S3 S0,S0 S1 S2 S3 S4 S5 S6 S7,S7 --G--> S0 | S7 --H--> S1 | S7 --K--> S4 | S7 --L--> S5 | S5 --I--> S6 | S5 --L--> S3 | S6 --I--> S6 | S4 --H--> S2 | S2 --H--> S2 | S3 --L--> S3 | S0 --G--> S0,
((((J*E)JH+|KE+J*|C*)L*I))|(A*),A C E H I J K L,S11 S3 S6,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S4 --E--> S0 | S4 --J--> S4 | S11 --A--> S6 | S11 --C--> S7 | S11 --E--> S0 | S11 --I--> S3 | S11 --J--> S4 | S11 --K--> S2 | S11 --L--> S5 | S0 --J--> S1 | S1 --H--> S9 | S9 --H--> S9 | S9 --I--> S3 | S9 --L--> S5 | S2 --E--> S10 | S10 --E--> S10 | S10 --I--> S3 | S10 --J--> S8 | S10 --L--> S5 | S8 --I--> S3 | S8 --J--> S8 | S8 --L--> S5 | S7 --C--> S7 | S7 --I--> S3 | S7 --L--> S5 | S5 --I--> S3 | S5 --L--> S5 | S6 --A--> S6,
(A+|C+)J*|G+J*H*|F*,A C F G H J,S4 S5 S6 S1 S7 S3 S2 S0,S0 S1 S2 S3 S4 S5 S6 S7,S4 --A--> S4 | S4 --J--> S1 | S5 --A--> S4 | S5 --C--> S6 | S5 --F--> S0 | S5 --G--> S7 | S6 --C--> S6 | S6 --J--> S1 | S1 --J--> S1 | S7 --G--> S7 | S7 --H--> S2 | S7 --J--> S3 | S3 --H--> S2 | S3 --J--> S3 | S2 --H--> S2 | S0 --F--> S0,
((K*|G+)E+IC+)B*K+D*,B C D E G I K,S7 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --E--> S4 | S3 --K--> S3 | S6 --E--> S4 | S6 --G--> S5 | S6 --K--> S3 | S5 --E--> S4 | S5 --G--> S5 | S4 --E--> S4 | S4 --I--> S0 | S0 --C--> S8 | S8 --B--> S2 | S8 --C--> S8 | S8 --K--> S7 | S2 --B--> S2 | S2 --K--> S7 | S7 --D--> S1 | S7 --K--> S7 | S1 --D--> S1,
(((J*|K*)B|B+K*))|(H+),B H J K,S6 S0 S5 S3 S4,S0 S1 S2 S3 S4 S5 S6 S7,S1 --B--> S0 | S1 --J--> S1 | S7 --B--> S6 | S7 --H--> S4 | S7 --J--> S1 | S7 --K--> S2 | S2 --B--> S0 | S2 --K--> S2 | S6 --B--> S5 | S6 --K--> S3 | S5 --B--> S5 | S5 --K--> S3 | S3 --K--> S3 | S4 --H--> S4,
K|G*E+E*B+EGF+B+,B E F G K,S0 S6,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S7 --E--> S8 | S7 --G--> S3 | S7 --K--> S0 | S3 --E--> S8 | S3 --G--> S3 | S9 --B--> S4 | S9 --E--> S9 | S8 --B--> S4 | S8 --E--> S9 | S4 --B--> S4 | S4 --E--> S1 | S1 --G--> S2 | S2 --F--> S5 | S5 --B--> S6 | S5 --F--> S5 | S6 --B--> S6,
(((D|EL+|E)A+LA*|F*))|(D),A D E F L,S7 S4 S5 S2 S3,S0 S1 S2 S3 S4 S5 S6 S7,S7 --D--> S4 | S7 --E--> S0 | S7 --F--> S3 | S4 --A--> S1 | S0 --A--> S1 | S0 --L--> S6 | S6 --A--> S1 | S6 --L--> S6 | S1 --A--> S1 | S1 --L--> S5 | S5 --A--> S2 | S2 --A--> S2 | S3 --F--> S3,
((I*C*JG*))|(I*),C G I J,S3 S4 S2 S1,S0 S1 S2 S3 S4,S3 --C--> S0 | S3 --I--> S3 | S3 --J--> S2 | S4 --C--> S0 | S4 --I--> S3 | S4 --J--> S2 | S0 --C--> S0 | S0 --J--> S2 | S2 --G--> S1 | S1 --G--> S1,
(((EJ|G)L|C*)D+|L*A*|J*A+FE+),A C D E F G J L,S13 S10 S11 S12 S7 S9,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S13 --A--> S12 | S13 --C--> S6 | S13 --D--> S10 | S13 --E--> S0 | S13 --G--> S3 | S13 --J--> S5 | S13 --L--> S11 | S0 --J--> S2 | S2 --L--> S4 | S3 --L--> S4 | S4 --D--> S10 | S6 --C--> S6 | S6 --D--> S10 | S10 --D--> S10 | S11 --A--> S7 | S11 --L--> S11 | S12 --A--> S12 | S12 --F--> S1 | S7 --A--> S7 | S5 --A--> S8 | S5 --J--> S5 | S8 --A--> S8 | S8 --F--> S1 | S1 --E--> S9 | S9 --E--> S9,
I*C+L*KB*|K*,B C I K L,S6 S4 S2 S3,S0 S1 S2 S3 S4 S5 S6,S0 --C--> S5 | S0 --I--> S0 | S6 --C--> S5 | S6 --I--> S0 | S6 --K--> S3 | S5 --C--> S5 | S5 --K--> S4 | S5 --L--> S1 | S1 --K--> S4 | S1 --L--> S1 | S4 --B--> S2 | S2 --B--> S2 | S3 --K--> S3,
(E*G+)I|G+A*|L,A E G I L,S6 S1 S4 S0,S0 S1 S2 S3 S4 S5 S6,S2 --E--> S2 | S2 --G--> S3 | S5 --E--> S2 | S5 --G--> S6 | S5 --L--> S0 | S3 --G--> S3 | S3 --I--> S1 | S6 --A--> S4 | S6 --G--> S6 | S6 --I--> S1 | S4 --A--> S4,
(((K+|AGB*|I)E+)K)L+,A B E G I K L,S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --E--> S5 | S7 --K--> S7 | S4 --A--> S0 | S4 --I--> S2 | S4 --K--> S7 | S0 --G--> S8 | S8 --B--> S6 | S8 --E--> S5 | S6 --B--> S6 | S6 --E--> S5 | S2 --E--> S5 | S5 --E--> S5 | S5 --K--> S1 | S1 --L--> S3 | S3 --L--> S3,
(H*)J+B,B H J,S0,S0 S1 S2 S3,S1 --H--> S1 | S1 --J--> S3 | S2 --H--> S1 | S2 --J--> S3 | S3 --B--> S0 | S3 --J--> S3,
(EK+|G+)GE+|F*,E F G K,S6 S3 S2,S0 S1 S2 S3 S4 S5 S6 S7,S6 --E--> S0 | S6 --F--> S2 | S6 --G--> S5 | S0 --K--> S4 | S4 --G--> S1 | S4 --K--> S4 | S5 --G--> S7 | S7 --E--> S3 | S7 --G--> S7 | S1 --E--> S3 | S3 --E--> S3 | S2 --F--> S2,
I*HE+|J*D*G+K+D+H,D E G H I J K,S4 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S2 --H--> S0 | S2 --I--> S2 | S9 --D--> S3 | S9 --G--> S5 | S9 --H--> S0 | S9 --I--> S2 | S9 --J--> S8 | S0 --E--> S4 | S4 --E--> S4 | S8 --D--> S3 | S8 --G--> S5 | S8 --J--> S8 | S3 --D--> S3 | S3 --G--> S5 | S5 --G--> S5 | S5 --K--> S6 | S6 --D--> S7 | S6 --K--> S6 | S7 --D--> S7 | S7 --H--> S1,
((((K)C)J+CE*))|(C),C E J K,S6 S4 S2,S0 S1 S2 S3 S4 S5 S6,S3 --C--> S2 | S3 --K--> S0 | S0 --C--> S1 | S1 --J--> S5 | S5 --C--> S6 | S5 --J--> S5 | S6 --E--> S4 | S4 --E--> S4,
((H+JH*|D+D+|J+)D*|A)|(K+),A D H J K,S8 S6 S10 S9 S7 S3 S0 S4,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S1 --H--> S1 | S1 --J--> S8 | S5 --A--> S0 | S5 --D--> S2 | S5 --H--> S1 | S5 --J--> S7 | S5 --K--> S4 | S8 --D--> S3 | S8 --H--> S6 | S6 --D--> S3 | S6 --H--> S6 | S2 --D--> S9 | S10 --D--> S10 | S9 --D--> S10 | S7 --D--> S3 | S7 --J--> S7 | S3 --D--> S3 | S4 --K--> S4,
(((((C+G)G|L+)F+|F+E)G+G)L*)|(K*),C E F G K L,S10 S11 S3 S4,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S5 --C--> S5 | S5 --G--> S0 | S10 --C--> S5 | S10 --F--> S6 | S10 --K--> S4 | S10 --L--> S8 | S0 --G--> S1 | S1 --F--> S9 | S8 --F--> S9 | S8 --L--> S8 | S9 --F--> S9 | S9 --G--> S7 | S6 --E--> S2 | S6 --F--> S6 | S2 --G--> S7 | S7 --G--> S11 | S11 --G--> S11 | S11 --L--> S3 | S3 --L--> S3 | S4 --K--> S4,
(((((I)G|L+)F|G*)E*)F)E+|K*G*|C,C E F G I K L,S11 S10 S8 S9 S5 S2,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --C--> S2 | S11 --E--> S4 | S11 --F--> S1 | S11 --G--> S10 | S11 --I--> S0 | S11 --K--> S9 | S11 --L--> S6 | S0 --G--> S3 | S3 --F--> S7 | S6 --F--> S7 | S6 --L--> S6 | S7 --E--> S4 | S7 --F--> S1 | S10 --E--> S4 | S10 --F--> S1 | S10 --G--> S10 | S4 --E--> S4 | S4 --F--> S1 | S1 --E--> S8 | S8 --E--> S8 | S9 --G--> S5 | S9 --K--> S9 | S5 --G--> S5,
(L*D*L|A*)H*FJ*,A D F H J L,S3 S0,S0 S1 S2 S3 S4 S5 S6 S7,S6 --D--> S1 | S6 --F--> S3 | S6 --H--> S2 | S6 --L--> S6 | S7 --A--> S5 | S7 --D--> S1 | S7 --F--> S3 | S7 --H--> S2 | S7 --L--> S6 | S1 --D--> S1 | S1 --L--> S4 | S4 --F--> S3 | S4 --H--> S2 | S5 --A--> S5 | S5 --F--> S3 | S5 --H--> S2 | S2 --F--> S3 | S2 --H--> S2 | S3 --J--> S0 | S0 --J--> S0,
((((F+|G+G*)E|J+)I)H*A),A E F G H I J,S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S5 --E--> S1 | S5 --F--> S5 | S3 --F--> S5 | S3 --G--> S7 | S3 --J--> S6 | S8 --E--> S1 | S8 --G--> S8 | S7 --E--> S1 | S7 --G--> S8 | S1 --I--> S4 | S6 --I--> S4 | S6 --J--> S6 | S4 --A--> S0 | S4 --H--> S2 | S2 --A--> S0 | S2 --H--> S2,
((K*AI|E*B*))|(I),A B E I K,S6 S2 S5 S4 S1,S0 S1 S2 S3 S4 S5 S6,S3 --A--> S0 | S3 --K--> S3 | S6 --A--> S0 | S6 --B--> S4 | S6 --E--> S5 | S6 --I--> S1 | S6 --K--> S3 | S0 --I--> S2 | S5 --B--> S4 | S5 --E--> S5 | S4 --B--> S4,
A*B+D+,A B D,S2,S0 S1 S2 S3,S0 --A--> S0 | S0 --B--> S3 | S1 --A--> S0 | S1 --B--> S3 | S3 --B--> S3 | S3 --D--> S2 | S2 --D--> S2,
(((G+|B+C|L*K*|I)G*HD|G+E+|I*A*|B+))|(I*),A B C D E G H I K L,S12 S7 S11 S2 S5 S9 S3,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S10 --E--> S5 | S10 --G--> S10 | S10 --H--> S0 | S12 --A--> S3 | S12 --B--> S7 | S12 --G--> S10 | S12 --H--> S0 | S12 --I--> S11 | S12 --K--> S6 | S12 --L--> S8 | S7 --B--> S7 | S7 --C--> S4 | S4 --G--> S1 | S4 --H--> S0 | S8 --G--> S1 | S8 --H--> S0 | S8 --K--> S6 | S8 --L--> S8 | S6 --G--> S1 | S6 --H--> S0 | S6 --K--> S6 | S11 --A--> S3 | S11 --G--> S1 | S11 --H--> S0 | S11 --I--> S9 | S1 --G--> S1 | S1 --H--> S0 | S0 --D--> S2 | S5 --E--> S5 | S9 --A--> S3 | S9 --I--> S9 | S3 --A--> S3,
(E*LK*L*IL*)|(A),A E I K L,S4 S3 S0,S0 S1 S2 S3 S4 S5 S6 S7,S1 --E--> S1 | S1 --L--> S7 | S5 --A--> S0 | S5 --E--> S1 | S5 --L--> S7 | S7 --I--> S4 | S7 --K--> S6 | S7 --L--> S2 | S6 --I--> S4 | S6 --K--> S6 | S6 --L--> S2 | S2 --I--> S4 | S2 --L--> S2 | S4 --L--> S3 | S3 --L--> S3,
(K+G+|B+)H*D+|D*,B D G H K,S4 S3 S1,S0 S1 S2 S3 S4 S5 S6,S2 --G--> S5 | S2 --K--> S2 | S4 --B--> S6 | S4 --D--> S1 | S4 --K--> S2 | S5 --D--> S3 | S5 --G--> S5 | S5 --H--> S0 | S6 --B--> S6 | S6 --D--> S3 | S6 --H--> S0 | S0 --D--> S3 | S0 --H--> S0 | S3 --D--> S3 | S1 --D--> S1,
((D+L*|K*B|KL*|C*J)D+|E*),B C D E J K L,S10 S11 S5 S3,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S8 --D--> S10 | S8 --L--> S7 | S10 --D--> S10 | S10 --L--> S7 | S11 --B--> S4 | S11 --C--> S2 | S11 --D--> S8 | S11 --E--> S3 | S11 --J--> S0 | S11 --K--> S9 | S7 --D--> S5 | S7 --L--> S7 | S1 --B--> S4 | S1 --K--> S1 | S9 --B--> S4 | S9 --D--> S5 | S9 --K--> S1 | S9 --L--> S6 | S4 --D--> S5 | S6 --D--> S5 | S6 --L--> S6 | S2 --C--> S2 | S2 --J--> S0 | S0 --D--> S5 | S5 --D--> S5 | S3 --E--> S3,
((D*|AL+)K+F*|B*HB+)I|H*,A B D F H I K L,S11 S8 S2 S4,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S5 --D--> S5 | S5 --K--> S10 | S11 --A--> S0 | S11 --B--> S3 | S11 --D--> S5 | S11 --H--> S8 | S11 --K--> S10 | S0 --L--> S7 | S7 --K--> S10 | S7 --L--> S7 | S10 --F--> S6 | S10 --I--> S2 | S10 --K--> S10 | S6 --F--> S6 | S6 --I--> S2 | S3 --B--> S3 | S3 --H--> S1 | S1 --B--> S9 | S8 --B--> S9 | S8 --H--> S4 | S9 --B--> S9 | S9 --I--> S2 | S4 --H--> S4,
((G*J*C+)F*F*D*),C D F G J,S5 S4 S0,S0 S1 S2 S3 S4 S5,S2 --C--> S5 | S2 --G--> S2 | S2 --J--> S1 | S3 --C--> S5 | S3 --G--> S2 | S3 --J--> S1 | S1 --C--> S5 | S1 --J--> S1 | S5 --C--> S5 | S5 --D--> S0 | S5 --F--> S4 | S4 --D--> S0 | S4 --F--> S4 | S0 --D--> S0,
(((I*|F)LH))|(L*),F H I L,S6 S5 S1 S3,S0 S1 S2 S3 S4 S5 S6,S4 --I--> S4 | S4 --L--> S0 | S6 --F--> S2 | S6 --I--> S4 | S6 --L--> S5 | S2 --L--> S0 | S0 --H--> S1 | S5 --H--> S1 | S5 --L--> S3 | S3 --L--> S3,
(((K+H*|H*D+)J|L*L+|J+))|(A*),A D H J K L,S8 S1 S7 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --H--> S3 | S6 --J--> S1 | S6 --K--> S6 | S8 --A--> S2 | S8 --D--> S4 | S8 --H--> S0 | S8 --J--> S5 | S8 --K--> S6 | S8 --L--> S7 | S3 --H--> S3 | S3 --J--> S1 | S0 --D--> S4 | S0 --H--> S0 | S4 --D--> S4 | S4 --J--> S1 | S7 --L--> S7 | S5 --J--> S5 | S2 --A--> S2,
(((H+)L*EL|B+G+E*G+)C)|(F*),B C E F G H L,S9 S1 S5,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S8 --E--> S0 | S8 --H--> S8 | S8 --L--> S3 | S9 --B--> S6 | S9 --F--> S5 | S9 --H--> S8 | S3 --E--> S0 | S3 --L--> S3 | S0 --L--> S2 | S2 --C--> S1 | S6 --B--> S6 | S6 --G--> S10 | S10 --E--> S4 | S10 --G--> S11 | S11 --C--> S1 | S11 --E--> S4 | S11 --G--> S11 | S4 --E--> S4 | S4 --G--> S7 | S7 --C--> S1 | S7 --G--> S7 | S5 --F--> S5,
(((L+|C+)D*|E+A+DG*))|(C),A C D E G L,S6 S8 S7 S0 S4 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --D--> S0 | S6 --L--> S6 | S5 --C--> S8 | S5 --E--> S1 | S5 --L--> S6 | S8 --C--> S7 | S8 --D--> S0 | S7 --C--> S7 | S7 --D--> S0 | S0 --D--> S0 | S1 --A--> S2 | S1 --E--> S1 | S2 --A--> S2 | S2 --D--> S4 | S4 --G--> S3 | S3 --G--> S3,
((I)B*I*)|(A),A B I,S4 S3 S2 S0,S0 S1 S2 S3 S4,S1 --A--> S0 | S1 --I--> S4 | S4 --B--> S3 | S4 --I--> S2 | S3 --B--> S3 | S3 --I--> S2 | S2 --I--> S2,
HD+K+,D H K,S2,S0 S1 S2 S3,S0 --H--> S1 | S1 --D--> S3 | S3 --D--> S3 | S3 --K--> S2 | S2 --K--> S2,
